-1.256071220462176008e+00,-5.434097581753030148e-01,1.447057093608784317e+00,2.846000599118823082e-01,3.984240951325641600e-01,1.782680087132769486e+00,-1.695444310605470406e+00,3.234316462470356868e+00,2.129946237668080222e+00,-2.243953410452718344e+00
-7.040841984848436041e-01,-2.636512600589313027e-01,1.066420223100119635e+00,4.902966837136751854e-01,4.020371325365393878e-01,9.074074121544265514e-01,-5.014500368802887742e-01,2.151066218064205060e+00,1.975777094724095129e+00,-1.085595009225806873e+00
-4.676438107120332588e-01,-2.104188306243712780e-01,8.469678002229742431e-01,4.399863275060883483e-01,3.513820498555489946e-01,6.849214398904917012e-01,-5.377457768565611085e-01,1.728888005102448666e+00,1.568166604160873945e+00,-9.238369644500084021e-01
-1.118721961649471186e-01,-5.040749231808627773e-02,2.078604907530989254e-01,1.059138976654665498e-01,8.233544912752863154e-02,1.574137385526701016e-01,-1.356439621718146527e-01,4.283149665341552392e-01,3.870036403275945447e-01,-2.169055555246036382e-01
-3.902781043778367209e-01,-1.619917137053784595e-01,7.491318724679046914e-01,3.928532231649362605e-01,3.062574106456352752e-01,6.024768437808512012e-01,-4.751679371069989499e-01,1.527172913265708143e+00,1.406113396745623412e+00,-7.989057740180443012e-01
-5.694446208711287927e-01,-2.875954064215738293e-01,1.278043325820643616e+00,5.907359221382784131e-01,5.240031184120255148e-01,8.552907619574907638e-01,-7.619474316449668105e-01,2.692032753535020362e+00,2.418904595923386136e+00,-1.505401547745381929e+00
-4.735570690991396936e-01,-2.176603591106930080e-01,8.951200676709440973e-01,4.755971624245199370e-01,3.316235558498054070e-01,7.251271707864770377e-01,-6.400658953112841054e-01,1.768504245779823236e+00,1.645498283400329553e+00,-9.289019662813480238e-01
-8.241646507513994413e-02,-3.374195113247228928e-02,1.412777814861972125e-01,7.185566191114356460e-02,5.451203760517291108e-02,1.144367906691429598e-01,-8.610485230749179153e-02,2.874889831752315827e-01,2.633681320305151230e-01,-1.496590746368761382e-01
-1.580794149743555144e-01,-7.153673264121736264e-02,2.712717732777656376e-01,1.435739670154679570e-01,1.045898442269878187e-01,2.064538654750454894e-01,-1.760855017271691914e-01,5.435030327507447412e-01,4.974820593748705555e-01,-2.899322987845244781e-01
-6.776122031677060953e-01,-2.961509510946608859e-01,1.306577208451697558e+00,6.451028011459654099e-01,4.898993212320283952e-01,1.047405062148775823e+00,-8.283497121447052081e-01,2.606875469808767498e+00,2.404802965681103633e+00,-1.364688007966129657e+00
-5.823928588406410700e-01,-2.645506677905796744e-01,1.107219195844912907e+00,5.778673297456982105e-01,4.284521589819284548e-01,8.616266603405599023e-01,-7.231086181224134490e-01,2.248551815025257028e+00,2.049891321978897452e+00,-1.174722804956285671e+00
-2.433398993851429437e-01,-9.964023540013555724e-02,3.774259064497991756e-01,2.592510843111939245e-01,1.745783798622445593e-01,3.255727440794806138e-01,-2.655646363799913923e-01,8.186066581267568143e-01,7.338986353665906126e-01,-4.188001021398735646e-01
-3.150058841343206933e-02,-1.250747217159705466e-02,5.215933074144286224e-02,2.945814542742201253e-02,2.055975287253375069e-02,3.895927184593545034e-02,-3.663384433310679783e-02,1.092366648665612505e-01,1.001482195861526786e-01,-5.855812116592830352e-02
-2.410040183981616568e-01,-8.492860972380106288e-02,4.116650830168867570e-01,2.251945628125787968e-01,1.658903411864019461e-01,2.908242042627983692e-01,-2.245322935048875701e-01,8.253341295385395737e-01,7.560479905391557232e-01,-4.180685468760337309e-01
-9.752830438535006752e-02,-3.230505729859306507e-02,1.666818736599580686e-01,9.147130642464074146e-02,6.854375284051186790e-02,1.123679910541297011e-01,-9.166564376014126048e-02,3.231903394024805976e-01,3.022045965598159079e-01,-1.637979804614477231e-01
-6.360854851870630933e-01,-2.861782898380813567e-01,1.137796765854171221e+00,5.835213126753614477e-01,4.421762624812968223e-01,8.710567155524193694e-01,-7.378269367618227603e-01,2.277495869113691285e+00,2.076973547416507415e+00,-1.217605720054081075e+00
-6.625594880491554317e-01,-3.013985863259074360e-01,1.251702656489027676e+00,6.028737852840108102e-01,4.529209528520354300e-01,9.250447168540893994e-01,-8.241181748887478342e-01,2.460382523823288370e+00,2.261886725109077290e+00,-1.282104524654952282e+00
-2.349090298745721839e-01,-1.042197881386749125e-01,4.296102474335503629e-01,2.303038507456249828e-01,1.725030711914490311e-01,3.265287537588625888e-01,-2.710848362215998453e-01,8.584396908188136610e-01,7.875762508970934883e-01,-4.424038846826273685e-01
-4.714557263872754533e-01,-2.036110308633832522e-01,8.203850581416596288e-01,4.482771277298306378e-01,3.267946465855838811e-01,6.167951138903384756e-01,-5.296301509812133546e-01,1.646625160138615485e+00,1.526211664825312120e+00,-8.313232998988870914e-01
-8.889352965673820439e-02,-3.956700944675772824e-02,1.647748429820780347e-01,8.842923872347054071e-02,6.217088373639891724e-02,1.306282130209400760e-01,-1.050272471933464818e-01,3.305802691819126893e-01,3.057408711933415901e-01,-1.793403861507897601e-01
-6.614799659984041957e-01,-3.172167087833187571e-01,1.163240235408310230e+00,6.851525715171538078e-01,4.523434164455511497e-01,9.257255149618260903e-01,-6.949450300340553888e-01,2.323156552743403491e+00,2.147086231548307023e+00,-1.184194557820547056e+00
-3.580901494023018827e-01,-1.626002348720437807e-01,6.509736856380888836e-01,3.552296523655189553e-01,2.485403355127745462e-01,4.582500436898702678e-01,-4.169478329485519774e-01,1.261880253336237878e+00,1.146811332109899162e+00,-6.860209759257535067e-01
-1.097942060459301539e-01,-4.811125735120682506e-02,1.986023285650612979e-01,1.048974878257657728e-01,7.782535792802525165e-02,1.536840572606644195e-01,-1.268545434284551188e-01,4.037154923796634765e-01,3.645779767655719095e-01,-2.103562775619099712e-01
-2.933020394470273184e-01,-1.407989132623256312e-01,5.573428154258587286e-01,2.896306749665897851e-01,2.109721126229415766e-01,4.256374518454790756e-01,-3.419456067386500431e-01,1.091969115601217677e+00,9.897892477741485617e-01,-5.672141901300740141e-01
-6.372130476717567937e-01,-2.890499859830168994e-01,1.169644493593248402e+00,6.004401854873986366e-01,4.401454039495017456e-01,8.843735792464680889e-01,-7.184267945043596448e-01,2.341542994041712067e+00,2.147446085873206290e+00,-1.224012275985607801e+00
-6.718784819659980034e-02,-3.111565446420611752e-02,1.199826718594785568e-01,6.464444475253086630e-02,4.585830134057594654e-02,9.445267996506848118e-02,-7.845577309734985683e-02,2.407297374843785642e-01,2.214997943889474297e-01,-1.272414532492900374e-01
-1.165388092055381353e-01,-4.013882184928140029e-02,1.976767538172262972e-01,1.062900387030881466e-01,7.870446926844014424e-02,1.400869132498502034e-01,-1.216712252109196229e-01,4.110172067776107774e-01,3.683177307369712161e-01,-2.045675801445164810e-01
-2.461038588773666880e-01,-1.062260537429959850e-01,4.342402362484762968e-01,2.300456040140548830e-01,1.685215529695591741e-01,3.346016097683249813e-01,-2.744874602421000231e-01,8.740668219986073018e-01,8.006448662803664629e-01,-4.484817818344752904e-01
-6.473861591547389605e-01,-2.285472816542440666e-01,1.032632671061755936e+00,6.523082379285466414e-01,4.576581240328030931e-01,8.199454001242555412e-01,-6.834867340724628537e-01,2.160559750682673474e+00,1.991987956648530123e+00,-1.134477967770678219e+00
-1.112577576154556019e-01,-4.564835066625409082e-02,1.925417863519289230e-01,1.009369057110051093e-01,8.157846967464114918e-02,1.526029584551756857e-01,-1.366351019515986698e-01,4.007232122249422268e-01,3.730693526442221963e-01,-2.130797818870986404e-01
-3.986025190853703659e-01,-1.786545746758880782e-01,7.369078425097296270e-01,3.870429544653304355e-01,2.816341345619068903e-01,5.564523916762582623e-01,-4.631687164898665721e-01,1.474709442676792825e+00,1.345851712086672203e+00,-7.805498042408950399e-01
-9.569678124724787516e-01,-5.063313360535315333e-01,1.462545315087273590e+00,7.243445146567506487e-01,2.879936736346381254e-01,1.040993313080956995e+00,-9.051609237946647291e-01,3.424454059475320555e+00,3.123147904682512355e+00,-1.743308692048908703e+00
-5.901916883895828025e-01,3.778743326380056278e-01,1.285376984621866558e+00,1.057287722905676297e+00,9.373336904504907530e-01,4.210387078967616770e-01,-5.137225081692758932e-01,3.159574091221696079e+00,2.862763410826724808e+00,-8.003639660875843109e-01
-9.074810733871656321e-02,-3.570397530897852223e-02,1.586073489339329956e-01,7.871034167352027044e-02,5.892836129195627715e-02,1.175337293487123541e-01,-1.019930469607229634e-01,3.145095786969535068e-01,2.917320143751956363e-01,-1.662471936778419090e-01
-7.190362578151024975e-01,-2.864199529759366980e-01,1.141591735905421734e+00,7.330986554874225902e-01,4.828237973540890904e-01,9.909792873622534914e-01,-8.409397927014293783e-01,2.521309368403525042e+00,2.282595231549853221e+00,-1.233632789919003381e+00
-3.964419937246260739e-02,-1.953239161439079136e-02,8.001233041712146887e-02,4.282174713029139601e-02,3.000184280231357054e-02,6.808140913376109493e-02,-5.944914347195065507e-02,1.575030852760914701e-01,1.467592155020514821e-01,-8.510165907734623669e-02
-6.686224451327862361e-01,-3.095688617565546252e-01,1.224790792371861503e+00,6.378428030155236517e-01,4.800739190056312888e-01,9.188010685146998924e-01,-7.843476123883594830e-01,2.436990722244189556e+00,2.219834048623186007e+00,-1.265691483968607756e+00
-5.720002758783693242e-02,-2.546505800867193345e-02,1.198153683309545192e-01,5.793087823749206583e-02,4.845613098164838761e-02,8.304465461619189859e-02,-8.436678320723481339e-02,2.658585531381527090e-01,2.419640647173987857e-01,-1.214454330965034079e-01
-3.694703015463168816e-01,-1.639189880130760002e-01,6.032226313133964846e-01,3.360495271512108917e-01,2.060551215629498056e-01,5.573682109342547042e-01,-3.821511970980778772e-01,1.267657082631657994e+00,1.154527443313540180e+00,-7.153996242759323998e-01
-1.119305694586065769e-01,-4.860154460317471503e-02,2.017518655605621825e-01,1.101560764796799263e-01,8.494086936608991056e-02,1.566454033400637713e-01,-1.340507621263513083e-01,4.144857975825343988e-01,3.781137350678779319e-01,-2.209888745532420928e-01
-1.929978349404079530e-01,-8.296292963045655278e-02,3.456168657057995253e-01,1.941921136903609346e-01,1.411142662282502958e-01,2.684623391234624568e-01,-2.267058712231290463e-01,6.899898410374145641e-01,6.259199598307350065e-01,-3.624298288723287742e-01
